opioid,age,cause,rate,lower,upper
FALSE,18,all_cause,36.28451024,29.53858252,43.03043795
FALSE,19,all_cause,37.96257431,31.28614184,44.63900678
FALSE,20,all_cause,39.76802763,33.14957669,46.38647857
FALSE,21,all_cause,41.71156223,35.13770787,48.28541659
FALSE,22,all_cause,43.80491752,37.26006678,50.34976827
FALSE,23,all_cause,46.06099182,39.5269879,52.59499573
FALSE,24,all_cause,48.49396679,41.94972513,55.03820845
FALSE,25,all_cause,51.11944656,44.54059741,57.69829572
FALSE,26,all_cause,53.95461317,47.31316911,60.59605722
FALSE,27,all_cause,57.0184005,50.28246916,63.75433184
FALSE,28,all_cause,60.33168909,53.46525048,67.1981277
FALSE,29,all_cause,63.91752436,56.88028831,70.95476041
FALSE,30,all_cause,67.80136138,60.54871234,75.05401042
FALSE,31,all_cause,72.01133956,64.49436498,79.52831414
FALSE,32,all_cause,76.57859122,68.74417779,84.41300466
FALSE,33,all_cause,81.53758844,73.32855966,89.74661722
FALSE,34,all_cause,86.92653326,78.2817953,95.57127122
FALSE,35,all_cause,92.78779709,83.642458,101.9331362
FALSE,36,all_cause,99.16841582,89.45384646,108.8829852
FALSE,37,all_cause,106.1206483,95.76445921,116.4768373
FALSE,38,all_cause,113.7026064,102.6285221,124.7766907
FALSE,39,all_cause,121.9789676,110.1065837,133.8513514
FALSE,40,all_cause,131.0217794,118.2661928,143.777366
FALSE,41,all_cause,140.9113711,127.1826687,154.6400735
FALSE,42,all_cause,151.737385,136.9399739,166.534796
FALSE,43,all_cause,163.5999463,147.6316985,179.5681942
FALSE,44,all_cause,176.6109903,159.36216,193.8598206
FALSE,45,all_cause,190.8957685,172.2476272,209.5439099
FALSE,46,all_cause,206.5945616,186.4176704,226.7714528
FALSE,47,all_cause,223.8646267,202.0166412,245.7126123
FALSE,48,all_cause,242.8824152,219.2052845,266.559546
FALSE,49,all_cause,263.8460991,238.1624816,289.5297165
FALSE,50,all_cause,286.9784526,259.0871238,314.8697813
FALSE,51,all_cause,312.5301414,282.2001161,342.8601668
FALSE,52,all_cause,340.7834809,307.746513,373.8204489
FALSE,53,all_cause,372.0567329,335.9977969,408.1156688
FALSE,54,all_cause,406.7090241,367.2543227,446.1637255
FALSE,55,all_cause,445.1459807,401.8479737,488.4439876
FALSE,56,all_cause,487.8261885,440.1451065,535.5072705
FALSE,57,all_cause,535.2686072,482.549891,587.9873234
FALSE,58,all_cause,588.0610873,529.5081932,646.6139814
FALSE,59,all_cause,646.8701619,581.5121601,712.2281638
FALSE,60,all_cause,712.4523159,639.1056753,785.7989566
FALSE,61,all_cause,785.666966,702.890819,868.4431131
FALSE,62,all_cause,867.4914263,773.5354209,961.4474317
FALSE,63,all_cause,959.0381782,851.7817349,1066.294621
FALSE,64,all_cause,1061.574819,938.4562174,1184.693422
FALSE,65,all_cause,1176.547128,1034.48037,1318.613886
TRUE,18,all_cause,409.6197309,365.3805277,453.858934
TRUE,19,all_cause,430.4549736,386.4804493,474.4294979
TRUE,20,all_cause,452.4448244,408.6861203,496.2035285
TRUE,21,all_cause,475.6577216,432.0487156,519.2667277
TRUE,22,all_cause,500.1663962,456.621699,543.7110933
TRUE,23,all_cause,526.0481543,482.4612845,569.6350242
TRUE,24,all_cause,553.3851802,509.6270669,597.1432935
TRUE,25,all_cause,582.2648585,538.1828416,626.3468754
TRUE,26,all_cause,612.7801202,568.1976112,657.3626291
TRUE,27,all_cause,645.0298119,599.7467524,690.3128714
TRUE,28,all_cause,679.1190909,632.9132822,725.3248996
TRUE,29,all_cause,715.159848,667.7891412,762.5305548
TRUE,30,all_cause,753.2711592,704.4763911,802.0659274
TRUE,31,all_cause,793.5797702,743.0882384,844.071302
TRUE,32,all_cause,836.2206135,783.7498185,888.6914085
TRUE,33,all_cause,881.3373634,826.5987251,936.0760017
TRUE,34,all_cause,929.0830289,871.7853107,986.3807471
TRUE,35,all_cause,979.6205893,919.472821,1039.768358
TRUE,36,all_cause,1033.123675,969.8374389,1096.409911
TRUE,37,all_cause,1089.777296,1023.068308,1156.486283
TRUE,38,all_cause,1149.778622,1079.367585,1220.189659
TRUE,39,all_cause,1213.337822,1138.950549,1287.725095
TRUE,40,all_cause,1280.678957,1202.045764,1359.31215
TRUE,41,all_cause,1352.040946,1268.895283,1435.186609
TRUE,42,all_cause,1427.67859,1339.754845,1515.602336
TRUE,43,all_cause,1507.863684,1414.894044,1600.833324
TRUE,44,all_cause,1592.886196,1494.596407,1691.175985
TRUE,45,all_cause,1683.05554,1579.159321,1786.95176
TRUE,46,all_cause,1778.701942,1668.893787,1888.510097
TRUE,47,all_cause,1880.177896,1764.123917,1996.231876
TRUE,48,all_cause,1987.859742,1865.186157,2110.533327
TRUE,49,all_cause,2102.149343,1972.428204,2231.870483
TRUE,50,all_cause,2223.4759,2086.207624,2360.744176
TRUE,51,all_cause,2352.297889,2206.890208,2497.705571
TRUE,52,all_cause,2489.10515,2334.848181,2643.36212
TRUE,53,all_cause,2634.421124,2470.458418,2798.383831
TRUE,54,all_cause,2788.805261,2614.100906,2963.509616
TRUE,55,all_cause,2952.855603,2766.157728,3139.553478
TRUE,56,all_cause,3127.211564,2927.012849,3327.410278
TRUE,57,all_cause,3312.556914,3097.052936,3528.060893
TRUE,58,all_cause,3509.622991,3276.669292,3742.576691
TRUE,59,all_cause,3719.192148,3466.260831,3972.123465
TRUE,60,all_cause,3942.101465,3666.237815,4217.965115
TRUE,61,all_cause,4179.246741,3877.02593,4481.467553
TRUE,62,all_cause,4431.586788,4099.070244,4764.103332
TRUE,63,all_cause,4700.148045,4332.838621,5067.457468
TRUE,64,all_cause,4986.029552,4578.824318,5393.234787
TRUE,65,all_cause,5290.408302,4837.547617,5743.268988
FALSE,18,drd,5.363684908,1.714825712,9.012544104
FALSE,19,drd,5.729204674,2.064768106,9.393641242
FALSE,20,drd,6.097480974,2.424237586,9.770724363
FALSE,21,drd,6.465939044,2.78826127,10.14361682
FALSE,22,drd,6.831841691,3.151503477,10.51217991
FALSE,23,drd,7.192320274,3.508456437,10.87618411
FALSE,24,drd,7.544409934,3.853667638,11.23515223
FALSE,25,drd,7.885088536,4.181988108,11.58818896
FALSE,26,drd,8.211318651,4.4888174,11.9338199
FALSE,27,drd,8.520091787,4.770315547,12.26986803
FALSE,28,drd,8.808474004,5.023552787,12.59339522
FALSE,29,drd,9.073651949,5.246576297,12.9007276
FALSE,30,drd,9.312978315,5.43838784,13.18756879
FALSE,31,drd,9.524015707,5.598842615,13.4491888
FALSE,32,drd,9.704577891,5.728492155,13.68066363
FALSE,33,drd,9.852767465,5.828399383,13.87713555
FALSE,34,drd,9.967009038,5.899951746,14.03406633
FALSE,35,drd,10.0460771,5.944691527,14.14746267
FALSE,36,drd,10.08911791,5.964174282,14.21406154
FALSE,37,drd,10.09566484,5.959859506,14.23147017
FALSE,38,drd,10.06564679,5.9330331,14.19826049
FALSE,39,drd,9.999389493,5.884758953,14.11402003
FALSE,40,drd,9.8976096,5.815856356,13.97936284
FALSE,41,drd,9.761401803,5.726900306,13.7959033
FALSE,42,drd,9.592219228,5.618242545,13.56619591
FALSE,43,drd,9.391847626,5.490051978,13.29364327
FALSE,44,drd,9.162374011,5.342373673,12.98237435
FALSE,45,drd,8.906150498,5.175205707,12.63709529
FALSE,46,drd,8.625754222,4.988592384,12.26291606
FALSE,47,drd,8.323944292,4.782730654,11.86515793
FALSE,48,drd,8.003616789,4.558083703,11.44914987
FALSE,49,drd,7.667758816,4.31549211,11.02002552
FALSE,50,drd,7.319402622,4.056269452,10.58253579
FALSE,51,drd,6.961580773,3.782267329,10.14089422
FALSE,52,drd,6.597283265,3.495895953,9.698670578
FALSE,53,drd,6.229417415,3.200091575,9.258743255
FALSE,54,drd,5.860771232,2.898230237,8.823312228
FALSE,55,drd,5.493980864,2.593996536,8.393965192
FALSE,56,drd,5.131502574,2.29122336,7.971781788
FALSE,57,drd,4.775589578,1.993721877,7.557457278
FALSE,58,drd,4.42827391,1.705120126,7.151427694
FALSE,59,drd,4.091353385,1.428724378,6.753982391
FALSE,60,drd,3.766383556,1.167411883,6.365355228
FALSE,61,drd,3.454674491,0.923558241,5.985790741
FALSE,62,drd,3.157292059,0.698998427,5.615585691
FALSE,63,drd,2.875063342,0.495017728,5.255108956
FALSE,64,drd,2.608585724,0.312367463,4.904803986
FALSE,65,drd,2.35823915,0.151299871,4.56517843
TRUE,18,drd,241.2319984,199.7993322,282.6646647
TRUE,19,drd,256.0181763,214.5281275,297.5082252
TRUE,20,drd,271.0759059,229.5571937,312.5946181
TRUE,21,drd,286.3487351,244.8064209,327.8910494
TRUE,22,drd,301.7754134,260.1893777,343.361449
TRUE,23,drd,317.2902092,275.6148026,358.9656158
TRUE,24,drd,332.8232995,290.988425,374.6581741
TRUE,25,drd,348.301228,306.215025,390.387431
TRUE,26,drd,363.64743,321.2005823,406.0942778
TRUE,27,drd,378.7828199,335.8543174,421.7113224
TRUE,28,drd,393.6264343,350.0904198,437.1624489
TRUE,29,drd,408.0961265,363.8292886,452.3629644
TRUE,30,drd,422.1093015,376.9981931,467.2204099
TRUE,31,drd,435.5836854,389.5313627,481.636008
TRUE,32,drd,448.4381177,401.3696078,495.5066276
TRUE,33,drd,460.5933571,412.4596329,508.7270812
TRUE,34,drd,471.9728885,422.7532144,521.1925627
TRUE,35,drd,482.5037218,432.2063861,532.8010575
TRUE,36,drd,492.117168,440.7787323,543.4556037
TRUE,37,drd,500.7495847,448.4328344,553.066335
TRUE,38,drd,508.3430761,455.1338815,561.5522706
TRUE,39,drd,514.8461394,460.8494316,568.8428473
TRUE,40,drd,520.2142466,465.5492978,574.8791955
TRUE,41,drd,524.4103517,469.2055376,579.6151657
TRUE,42,drd,527.4053164,471.7925256,583.0181073
TRUE,43,drd,529.1782477,473.2871036,585.0693919
TRUE,44,drd,529.7167399,473.6688115,585.7646684
TRUE,45,drd,529.0170196,472.9202148,585.1138244
TRUE,46,drd,527.0839895,471.027354,583.1406249
TRUE,47,drd,523.9311713,467.9803481,579.8819945
TRUE,48,drd,519.5805483,463.7741819,575.3869147
TRUE,49,drd,514.0623099,458.4096955,569.7149243
TRUE,50,drd,507.4145028,451.8947668,562.9342388
TRUE,51,drd,499.6825943,444.2456338,555.1195548
TRUE,52,drd,490.9189544,435.4882518,546.3496571
TRUE,53,drd,481.1822656,425.6595295,536.7050017
TRUE,54,drd,470.5368685,414.8082579,526.2654791
TRUE,55,drd,459.0520553,402.9955535,515.1085571
TRUE,56,drd,446.8013202,390.2946864,503.3079539
TRUE,57,drd,433.8615788,376.7902502,490.9329075
TRUE,58,drd,420.3123685,362.5767212,478.0480157
TRUE,59,drd,406.2350401,347.7565399,464.7135402
TRUE,60,drd,391.7119539,332.437885,450.9860228
TRUE,61,drd,376.8256894,316.732327,436.9190518
TRUE,62,drd,361.6582802,300.7525201,422.5640403
TRUE,63,drd,346.2904831,284.6100541,407.9709122
TRUE,64,drd,330.8010908,268.4135448,393.1886368
TRUE,65,drd,315.2662949,252.2670033,378.2655864
FALSE,18,external,21.41526801,13.05905066,29.77148536
FALSE,19,external,21.18679565,13.32966496,29.04392634
FALSE,20,external,20.98013972,13.56917671,28.39110273
FALSE,21,external,20.79470716,13.77923873,27.81017558
FALSE,22,external,20.62996902,13.9615697,27.29836834
FALSE,23,external,20.48545796,14.11802269,26.85289324
FALSE,24,external,20.36076602,14.25064525,26.47088679
FALSE,25,external,20.25554269,14.36172284,26.14936255
FALSE,26,external,20.16949331,14.45379804,25.88518857
FALSE,27,external,20.10237764,14.52966082,25.67509445
FALSE,28,external,20.05400878,14.59230925,25.51570831
FALSE,29,external,20.0242523,14.64488551,25.40361908
FALSE,30,external,20.0130256,14.69059617,25.33545502
FALSE,31,external,20.02029754,14.73262743,25.30796764
FALSE,32,external,20.04608828,14.77406581,25.31811076
FALSE,33,external,20.09046941,14.81783159,25.36310724
FALSE,34,external,20.15356424,14.8666289,25.44049959
FALSE,35,external,20.23554839,14.92291272,25.54818406
FALSE,36,external,20.33665059,14.98887068,25.68443051
FALSE,37,external,20.45715379,15.06641597,25.84789162
FALSE,38,external,20.59739642,15.15718732,26.03760553
FALSE,39,external,20.75777401,15.26255228,26.25299574
FALSE,40,external,20.93874104,15.38361061,26.49387148
FALSE,41,external,21.14081309,15.52119511,26.76043107
FALSE,42,external,21.36456928,15.67586842,27.05327015
FALSE,43,external,21.61065505,15.84791424,27.37339586
FALSE,44,external,21.87978525,16.03732292,27.72224758
FALSE,45,external,22.17274761,16.2437712,28.10172401
FALSE,46,external,22.49040655,16.46659701,28.51421609
FALSE,47,external,22.83370749,16.70477099,28.96264399
FALSE,48,external,23.20368146,16.95686685,29.45049606
FALSE,49,external,23.60145028,17.22103407,29.98186649
FALSE,50,external,24.02823225,17.49497667,30.56148782
FALSE,51,external,24.48534828,17.77594252,31.19475403
FALSE,52,external,24.97422873,18.06072718,31.88773027
FALSE,53,external,25.49642081,18.3456952,32.64714642
FALSE,54,external,26.05359671,18.62681965,33.48037377
FALSE,55,external,26.64756245,18.89973743,34.39538747
FALSE,56,external,27.28026755,19.15981496,35.40072015
FALSE,57,external,27.95381564,19.40221567,36.50541561
FALSE,58,external,28.67047592,19.62195956,37.71899227
FALSE,59,external,29.43269581,19.81396558,39.05142605
FALSE,60,external,30.24311468,19.97306962,40.51315975
FALSE,61,external,31.10457882,20.09401465,42.115143
FALSE,62,external,32.02015783,20.17141294,43.86890271
FALSE,63,external,32.99316248,20.19968326,45.7866417
FALSE,64,external,34.02716427,20.17296763,47.88136091
FALSE,65,external,35.12601675,20.08503285,50.16700065
TRUE,18,external,114.5075929,81.63899954,147.3761862
TRUE,19,external,117.2827154,85.44686453,149.1185662
TRUE,20,external,119.9914699,89.12406818,150.8588716
TRUE,21,external,122.6262277,92.64917233,152.603283
TRUE,22,external,125.1794379,96.00221922,154.3566566
TRUE,23,external,127.6436634,99.16542538,156.1219013
TRUE,24,external,130.011616,102.1238768,157.8993552
TRUE,25,external,132.276193,104.8661458,159.6862401
TRUE,26,external,134.4305116,107.384738,161.4762852
TRUE,27,external,136.4679443,109.6762892,163.2595995
TRUE,28,external,138.3821526,111.7414628,165.0228424
TRUE,29,external,140.1671193,113.5845487,166.7496899
TRUE,30,external,141.8171809,115.2128179,168.4215438
TRUE,31,external,143.3270565,116.6357218,170.0183911
TRUE,32,external,144.6918767,117.8640426,171.5197107
TRUE,33,external,145.9072094,118.9090847,172.905334
TRUE,34,external,146.9690838,119.7819726,174.1561949
TRUE,35,external,147.874012,120.4930851,175.254939
TRUE,36,external,148.6190084,121.0516303,176.1863866
TRUE,37,external,149.2016056,121.4653463,176.9378649
TRUE,38,external,149.6198682,121.7403037,177.4994327
TRUE,39,external,149.8724037,121.880787,177.8640204
TRUE,40,external,149.9583702,121.8892328,178.0275075
TRUE,41,external,149.8774807,121.7662101,177.9887513
TRUE,42,external,149.6300052,121.5104341,177.7495764
TRUE,43,external,149.2167689,121.1188119,177.3147259
TRUE,44,external,148.6391476,120.5865247,176.6917705
TRUE,45,external,147.8990602,119.9071559,175.8909646
TRUE,46,external,146.9989581,119.0728812,174.9250351
TRUE,47,external,145.9418116,118.0747364,173.8088868
TRUE,48,external,144.7310933,116.9029806,172.5592061
TRUE,49,external,143.3707598,115.5475644,171.1939551
TRUE,50,external,141.8652294,113.9987019,169.7317568
TRUE,51,external,140.2193586,112.2475255,168.1911918
TRUE,52,external,138.4384161,110.2867834,166.5900488
TRUE,53,external,136.5280544,108.1115172,164.9445916
TRUE,54,external,134.4942801,105.7196481,163.2689122
TRUE,55,external,132.3434226,103.1124025,161.5744427
TRUE,56,external,130.0821011,100.2945301,159.8696722
TRUE,57,external,127.717191,97.27429437,158.1600877
TRUE,58,external,125.2557891,94.06325357,156.4483245
TRUE,59,external,122.7051781,90.67587367,154.7344825
TRUE,60,external,120.0727913,87.12903196,153.0165507
TRUE,61,external,117.3661767,83.44147015,151.2908833
TRUE,62,external,114.5929611,79.63324755,149.5526747
TRUE,63,external,111.760815,75.72523135,147.7963987
TRUE,64,external,108.8774179,71.73864585,146.0161899
TRUE,65,external,105.9504239,67.69469018,144.2061577
FALSE,18,cvd,0.881345083,0.352229893,1.410460272
FALSE,19,cvd,1.043444891,0.4531285,1.633761282
FALSE,20,cvd,1.23266568,0.576000163,1.889331198
FALSE,21,cvd,1.453025876,0.724584471,2.181467281
FALSE,22,cvd,1.709045592,0.903069551,2.515021633
FALSE,23,cvd,2.005793431,1.116109084,2.895477779
FALSE,24,cvd,2.348935098,1.368832078,3.329038119
FALSE,25,cvd,2.744783447,1.666844242,3.822722653
FALSE,26,cvd,3.200349516,2.016220449,4.384478583
FALSE,27,cvd,3.72339398,2.423488885,5.023299075
FALSE,28,cvd,4.32247838,2.895609078,5.749347681
FALSE,29,cvd,5.007015356,3.439948018,6.574082694
FALSE,30,cvd,5.787317024,4.064260754,7.510373294
FALSE,31,cvd,6.674640502,4.776683626,8.572597377
FALSE,32,cvd,7.681229512,5.58574896,9.776710063
FALSE,33,cvd,8.820350848,6.500428733,11.14027296
FALSE,34,cvd,10.10632442,7.530211062,12.68243778
FALSE,35,cvd,11.55454548,8.685207679,14.42388328
FALSE,36,cvd,13.18149756,9.976284213,16.38671092
FALSE,37,cvd,15.00475461,11.41520002,18.5943092
FALSE,38,cvd,17.04297069,13.01474211,21.07119928
FALSE,39,cvd,19.31585574,14.78883879,23.84287269
FALSE,40,cvd,21.84413568,16.75264213,26.93562924
FALSE,41,cvd,24.64949544,18.92257196,30.37641892
FALSE,42,cvd,27.75450325,21.31631677,34.19268972
FALSE,43,cvd,31.18251498,23.95278741,38.41224256
FALSE,44,cvd,34.9575572,26.85201762,43.06309678
FALSE,45,cvd,39.10418784,30.03500269,48.17337298
FALSE,46,cvd,43.64733381,33.52346339,53.77120422
FALSE,47,cvd,48.61210485,37.33951824,59.88469146
FALSE,48,cvd,54.02358345,41.50524323,66.54192368
FALSE,49,cvd,59.90659098,46.04209478,73.77108718
FALSE,50,cvd,66.28543049,50.97016953,81.60069145
FALSE,51,cvd,73.18360721,56.30727487,90.05993955
FALSE,52,cvd,80.62352811,62.06778829,99.17926794
FALSE,53,cvd,88.62618242,68.2612938,108.991071
FALSE,54,cvd,97.21080556,74.89100291,119.5306082
FALSE,55,cvd,106.3945294,81.95199746,130.8370613
FALSE,56,cvd,116.1920221,89.42937379,142.9546704
FALSE,57,cvd,126.6151221,97.29641692,155.9338273
